Time,B,C,Ab L,Ab R,AUR,ALR,ALL,AUL
1970-02-01 16:05:01,,-7.3025,,,,,-7.37,
1970-02-01 16:05:02,,-7.535,,,,,,
1970-02-01 16:05:03,,,,,,,-7.448333333,
1970-02-01 16:05:04,,-7.67,,,,,-7.435,-11.13
1970-02-01 16:05:05,,,,,-10.68666667,,-7.23,
1970-02-01 16:05:06,,,,,-10.74,,,
1970-02-01 16:05:07,,-7.065,,,-9.99,,-7.386666667,
1970-02-01 16:05:08,,-6.99,,,,,-7.24,
1970-02-01 16:05:09,,-7.47,,,,,-7.295,-11.43333333
1970-02-01 16:05:10,,-6.835,,,-10.46,,-6.965,
1970-02-01 16:05:11,,-6.59,,,-10.87,,-7.36,
1970-02-01 16:05:26,,,,,-10.685,,,-11.23
1970-02-01 16:05:27,,-7.58,,,,,-7.73,
1970-02-01 16:05:28,,-7.826666667,,,,,-7.495,-11.39
1970-02-01 16:05:29,,,,,-10.25,,-7.555,
1970-02-01 16:05:30,,-7.176666667,,,-10.12,,-7.313333333,-11.715
1970-02-01 16:05:31,,-7.54,,,-10.665,,-7.355,
1970-02-01 16:05:32,,-7.446666667,,,-10.53,,-7.63,
1970-02-01 16:05:33,,-7.135,,,,,-7.49,-11.52
1970-02-01 16:05:34,,-7.1275,,,,,-7.02,
1970-02-01 16:05:35,,-7.22,,,,,-7.271666667,-11.26
1970-02-01 16:05:36,,-7.265,,,,,,-11.52333333
1970-02-01 16:05:37,,-7.165,,,,,,-11.79
1970-02-01 16:05:38,,-7.42,,,,,,
1970-02-01 16:05:39,,-7.018333333,,,,,-7.586666667,
1970-02-01 16:05:40,,-7.758333333,,,,,,
1970-02-01 16:05:41,,-7.4,,,,,-7.77,-11.52
1970-02-01 16:05:42,,-7.176666667,,,,,-7.5,
1970-02-01 16:05:43,,,,,,,-7.76,
1970-02-01 16:05:44,,-6.66,,,,,-7.76,
1970-02-01 16:05:45,,-6.19,,,-9.91,,-7.676666667,-11.52
1970-02-01 16:05:46,,,,,,,-7.746666667,-10.86
1970-02-01 16:05:47,,,,,,,-7.68,
1970-02-01 16:05:48,,,,,,,-7.946666667,
1970-02-01 16:05:49,,,,,,,-7.9,
1970-02-01 16:05:50,,,,,,,-8.04,-11.39
1970-02-01 16:05:51,,,,,,,-7.7025,-11.58666667
1970-02-01 16:05:52,,,,,,,-7.99,
1970-02-01 16:05:53,,-3.5675,,,,,-7.62,
1970-02-01 16:05:54,,-4.105,,,,,-7.713333333,
1970-02-01 16:05:55,,,,,,,-7.538333333,
1970-02-01 16:05:56,,,,,,,-8.305,
1970-02-01 16:05:57,,,,,,,-7.923333333,
1970-02-01 16:05:58,,-3.9625,,,,,-7.646666667,
1970-02-01 16:05:59,,,,,-10.53,,-7.763333333,-11.52
1970-02-01 16:06:00,,,,,,,-7.713333333,
1970-02-01 16:06:01,,,,,,,-7.49,
1970-02-01 16:06:02,,-3.03,,,-10.46,,-7.666666667,-11.52
1970-02-01 16:06:03,,-3.97,,,-10.66,,-7.355,
1970-02-01 16:06:04,,-4.571666667,,,,,-7.536666667,
1970-02-01 16:06:05,,-4.821666667,,,,,-7.536666667,
1970-02-01 16:06:06,,,,,-10.50666667,,-7.406666667,
1970-02-01 16:06:07,,-4.89,,,-11.075,,-7.626666667,
1970-02-01 16:06:08,,-5.331666667,,,,,-7.466666667,
1970-02-01 16:06:09,,-5.605,,,,,,-12.05
1970-02-01 16:06:10,,-5.65,,,-11.205,,-7.825,-11.52
1970-02-01 16:06:11,,-5.783333333,,,,,-7.54,
1970-02-01 16:06:12,,-5.59,,,-11.14,,-7.85,
1970-02-01 16:06:13,,-5.658333333,,,-10.71166667,,-7.495,
1970-02-01 16:06:14,,-5.895,,,-10.73,,-7.67,
1970-02-01 16:06:15,,-5.855,,,,,-7.676666667,-11.715
1970-02-01 16:06:16,,-5.538333333,,,,,-7.416666667,-11.82333333
1970-02-01 16:06:17,,-5.65,,,,,-7.703333333,
1970-02-01 16:06:18,,-5.518333333,,,,,-7.97,
1970-02-01 16:06:19,,-5.58,,,-10.86,,-7.975,
1970-02-01 16:06:20,,-5.808333333,,,,,-7.63,
1970-02-01 16:06:21,,-5.925,,,,,-7.428333333,
1970-02-01 16:06:22,,-5.32,,,,,-7.72,
1970-02-01 16:06:23,,-5.563333333,,,,,-7.5,
1970-02-01 16:06:24,,,,,,,-7.09,
1970-02-01 16:06:25,,-5.585,,,,,-7.69,
1970-02-01 16:06:26,,-6.101666667,,,,,-7.785,-11.455
1970-02-01 16:06:27,,-5.785,,,,,-7.626666667,
1970-02-01 16:06:28,,,,,,,-7.76,
1970-02-01 16:06:29,,-6.096666667,,,,,-7.911666667,-11.985
1970-02-01 16:06:30,,-6.125,,,,,-7.9425,
1970-02-01 16:06:31,,-5.925,,,,,-7.69,
1970-02-01 16:06:32,,-6.46,,,,,-7.76,-11.38
1970-02-01 16:06:33,,,,,,,-7.576666667,-11.78
1970-02-01 16:06:34,,-6.193333333,,,,,-7.601666667,
1970-02-01 16:06:35,,-6.59,,,,,-7.798333333,-11.72
1970-02-01 16:06:36,,-6.726666667,,,,,-7.82,-11.48
1970-02-01 16:06:37,,-6.455,,,,,,
1970-02-01 16:06:38,,-6.593333333,,,,,-7.601666667,-11.25
1970-02-01 16:06:39,,-6.865,,,,,-7.765,
1970-02-01 16:06:40,,-6.725,,,,,-7.89,
1970-02-01 16:06:41,,,,,,,-7.589166667,
1970-02-01 16:06:42,,,,,,,-7.34,
1970-02-01 16:06:43,,,,,,,-7.493333333,
1970-02-01 16:06:44,,,,,-11.005,,-7.63,
1970-02-01 16:06:45,,,,,-10.46,,-7.625,
1970-02-01 16:06:46,,,,,,,-7.555,
1970-02-01 16:06:47,,-6.66,,,-10.74,,-7.63,
1970-02-01 16:06:48,,-7.335,,,,,-7.63,
1970-02-01 16:06:49,,-6.643333333,,,,,,
1970-02-01 16:06:50,,-7.043333333,,,,,-7.99,
1970-02-01 16:06:51,,-6.6,,,,,-7.806666667,
1970-02-01 16:06:52,,-7.286666667,,,,,-7.56,
1970-02-01 16:06:53,,-7.22,,,,,-7.336666667,
1970-02-01 16:06:54,,-6.73,,,,,,
1970-02-01 16:06:55,,-6.82,,,,,-7.07,-11.985
1970-02-01 16:06:56,,-6.931666667,,,,,-7.425,-11.92
1970-02-01 16:06:57,,-7.2,,,,,-7.56,-11.93833333
1970-02-01 16:06:58,,-6.888333333,,,,,-7.64,-12.05
1970-02-01 16:06:59,,-6.66,,,,,-7.676666667,
1970-02-01 16:07:00,,-6.95,,,,,-7.3625,-11.525
1970-02-01 16:07:01,,-6.795,,,,,-7.833333333,-11.5575
1970-02-01 16:07:02,,-6.93,,,,,-7.905,-11.60666667
1970-02-01 16:07:03,,-6.596666667,,,,,-7.205,-11.56
1970-02-01 16:07:04,,-5.925,,,,,-7.835,
1970-02-01 16:07:05,,-6.595,,,,,-7.635,-11.45
1970-02-01 16:07:06,,-6.413333333,,,,,-7.19,-11.585
1970-02-01 16:07:07,,,,,-11.14,,,-11.78
1970-02-01 16:07:08,,-6.325,,,-10.6975,,,
1970-02-01 16:07:09,,-6.73,,,-10.86666667,,,
1970-02-01 16:07:10,,,,,-10.73,,-7.555,
1970-02-01 16:07:11,,-6.57,,,-11.14,,-7.835,-11.39
1970-02-01 16:07:12,,-6.053333333,,,-10.87,,-7.425,-10.99
1970-02-01 16:07:13,,-6.59,,,-10.55,,,
1970-02-01 16:07:14,,-6.888333333,,,-11.14,,,-11.39
1970-02-01 16:07:15,,-6.73,,,,,-7.7275,
1970-02-01 16:07:16,,-6.66,,,-10.935,,-7.83,
1970-02-01 16:07:17,,-6.53,,,,,,-11.52
1970-02-01 16:07:18,,,,,,,,-12.145
1970-02-01 16:07:19,,,,,,,,-12.105
1970-02-01 16:07:20,,-7,,,,,,-11.88833333
1970-02-01 16:07:21,,-6.455,,,-11.345,,,-11.87
1970-02-01 16:07:22,,-6.841666667,,,-10.935,,,
1970-02-01 16:07:23,,-6.953333333,,,-11.00333333,,,
1970-02-01 16:07:24,,-7.223333333,,,-11.00666667,,,
1970-02-01 16:07:25,,-6.395,,,-10.84,,,-11.85
1970-02-01 16:07:26,,-7.135,,,-10.83,,,
1970-02-01 16:07:27,,-6.570833333,,,-10.525,,,
1970-02-01 16:07:28,,,,,-10.745,,,
1970-02-01 16:07:29,,,,,-10.37,,,
1970-02-01 16:07:30,,-6.865,,,-10.5625,,,
1970-02-01 16:07:31,,-6.825,,,,,-7.511666667,
1970-02-01 16:07:32,,-6.86,,,-11.275,-11.79,-7.76,
1970-02-01 16:07:33,,-6.6,,,,-12.165,-7.695,-12.05
1970-02-01 16:07:34,,-6.735,,,-10.94,,-7.54,
1970-02-01 16:07:35,,,,,,,-7.755,
1970-02-01 16:07:36,,-6.19,,,-11.21,,-7.495,-11.52
1970-02-01 16:07:37,,-6.103333333,,,-11.165,,,
1970-02-01 16:07:38,,-6.6,,,-11.32666667,,-7.35,
1970-02-01 16:07:39,,-6.865,,,-10.67,,,-11.65
1970-02-01 16:07:40,,-6.46,,,,,-7.085,-11.455
1970-02-01 16:07:41,,-6.59,,,,,-7.62,-11.39
1970-02-01 16:07:42,,-6.665,,,,,-7.62,
1970-02-01 16:07:43,,-7.14,,,,,-7.62,
1970-02-01 16:07:44,,,,,,,-7.891666667,
1970-02-01 16:07:45,,,,,-10.93,,-7.42,
1970-02-01 16:07:46,,,,,,,-7.685,
1970-02-01 16:07:47,,,,,,,-7.89,
1970-02-01 16:07:48,,,,,-11.27333333,,-7.801666667,
1970-02-01 16:07:49,,,,,,,-7.796666667,
1970-02-01 16:07:50,,,,,-11.62,,-7.22,
1970-02-01 16:07:51,,,,,,,-7.3175,
1970-02-01 16:07:52,,,,,-11.205,,-7.53,
1970-02-01 16:07:53,,,,,,,-7.576666667,
1970-02-01 16:07:54,,,,,,,-7.48,
1970-02-01 16:07:55,,,,,,,-7.598333333,
1970-02-01 16:07:56,,-7.265,,,,,-7.533333333,
1970-02-01 16:07:57,,-7.13,,,-11.41,,-7.623333333,
1970-02-01 16:07:58,,,,,,,-7.69,
1970-02-01 16:07:59,,-7.67,,,,,-8,
1970-02-01 16:08:00,,-7.395,,,,,-7.695,
1970-02-01 16:08:01,,-7.308333333,,,,,-8.03,
1970-02-01 16:08:02,,-7.535,,,,,-8.025,
1970-02-01 16:08:03,,,,,,,-8.09,
1970-02-01 16:08:04,,,,,,,-8.493333333,
1970-02-01 16:08:05,,,,,,,-8.225,
1970-02-01 16:08:06,,,,,-12.155,,-7.89,
1970-02-01 16:08:07,,,,,-11.485,,-8.025,
1970-02-01 16:08:08,,,,,,,-8.495,
1970-02-01 16:08:09,,,,,-11.41,,-8.555,
1970-02-01 16:08:10,,,,,,,-8.49,
1970-02-01 16:08:11,,,,,-11.48,,-8.823333333,
1970-02-01 16:08:12,,,,,-11.41333333,,-9.046666667,
1970-02-01 16:08:13,,,,,,,-9.223333333,
1970-02-01 16:08:14,,,,,,,-9.49,
1970-02-01 16:08:15,,,,,,,-9.76,
1970-02-01 16:08:16,,,,,-12.09,,-10.32166667,
1970-02-01 16:08:17,,,,,-12.365,,-9.946666667,
1970-02-01 16:08:18,,,,,-12.225,,-9.9,
1970-02-01 16:08:19,,,,,,,-10.37416667,
1970-02-01 16:08:20,,-7.126666667,,,,,-9.9,
1970-02-01 16:08:21,,-6.843333333,,,,,-9.635,
1970-02-01 16:08:22,,-7.14,,,,,-9.726666667,
1970-02-01 16:08:23,,-6.995,,,,,-9.7325,
1970-02-01 16:08:24,,-7.406666667,,,,,-9.746666667,
1970-02-01 16:08:25,,-7.448333333,,,,,-9.68,
1970-02-01 16:08:26,,-6.895,,,,,-9.883333333,
1970-02-01 16:08:27,,-6.525,,,,,,-15.06
1970-02-01 16:08:28,,-7.5025,,,,,,-14.535
1970-02-01 16:08:29,,-7.136666667,,,,,-9.895,-14.75666667
1970-02-01 16:08:30,,-6.816666667,,,,,-9.27,-15.19
1970-02-01 16:08:31,,-7.226666667,,,,,,-14.535
1970-02-01 16:08:32,,-7.09,,,,,,-14.66
1970-02-01 16:08:33,,-7.22,,,,,,-14.53666667
1970-02-01 16:08:34,,-7.395,,,,,,
1970-02-01 16:09:55,,,,,,,,
1970-02-01 16:09:56,,-6.555,,,-11.495,,-8.441666667,
1970-02-01 16:09:57,,-7.33,,,-11.55,,,
1970-02-01 16:09:58,,-6.86,,,,,,
1970-02-01 16:09:59,,-6.796666667,,,,,,
1970-02-01 16:10:00,,-6.79,,,,,,
1970-02-01 16:10:01,,-6.506666667,,,,,,-13.155
1970-02-01 16:10:02,,-7.005,,,,,,
1970-02-01 16:10:03,,,,,-11.7035,,,
1970-02-01 16:10:04,,,,,-11.55,,,
1970-02-01 16:10:05,,,,,-11.52833333,,,
1970-02-01 16:10:06,,,,,-11.45666667,,,
1970-02-01 16:10:07,,,,,-11.66083333,,,
1970-02-01 16:10:08,,,,,-12,,,
1970-02-01 16:10:09,,,,,,,,
1970-02-01 16:10:10,,-6.416666667,,,,,-7.706666667,
1970-02-01 16:10:11,,,,,,,-8.246666667,
1970-02-01 16:10:12,,-6.438333333,,,,,-7.8525,
1970-02-01 16:10:13,,-6.39,,,,,-8.196666667,
1970-02-01 16:10:14,,,,,,,-8.02,
1970-02-01 16:10:15,,-6.39,,,,,-7.6225,
1970-02-01 16:10:16,,-6.6,,,,,-7.35,
1970-02-01 16:10:17,,-6.596666667,,,,,-8.02,
1970-02-01 16:10:18,,,,,,,-7.845,
1970-02-01 16:10:19,,,,,,,-8.02,
1970-02-01 16:10:20,,,,,-11.45833333,,,
1970-02-01 16:10:21,,,,,-11.55,,-8.145,
1970-02-01 16:10:22,,,,,-11.81,,-7.8025,
1970-02-01 16:10:23,,,,,-11.14,,,
1970-02-01 16:10:24,,,,,-12.025,,-7.88,
1970-02-01 16:10:25,,,,,-11.63833333,,-7.82,
1970-02-01 16:10:26,,,,,-11.84333333,,-7.545,
1970-02-01 16:10:27,,,,,,,-7.755,
1970-02-01 16:10:28,,,,,,,-7.85,
1970-02-01 16:10:29,,,,,,,-7.88,
1970-02-01 16:10:30,,,,,-11.5125,,,
1970-02-01 16:10:31,,,,,-11.77,,,
1970-02-01 16:10:32,,,,,-11.745,,-7.733333333,
1970-02-01 16:10:33,,,,,,,-8.221666667,
1970-02-01 16:10:34,,,,,,,-8.268333333,
1970-02-01 16:10:35,,,,,,,-8.42,
1970-02-01 16:10:36,,,,,-12.16,,,
1970-02-01 16:10:37,,,,,-12.13333333,,-8.7225,
1970-02-01 16:10:38,,,,,-12.565,,-8.82,
1970-02-01 16:10:39,,,,,-12.5,,-8.62,
1970-02-01 16:10:40,,,,,-12.77333333,,-9.091666667,
1970-02-01 16:10:41,,,,,-12.705,,-8.755,
1970-02-01 16:10:42,,,,,,,-8.78,
1970-02-01 16:10:43,,,,,-12.72333333,,-9.29,
1970-02-01 16:10:44,,,,,-12.18333333,,-9.266666667,
1970-02-01 16:10:45,,,,,-12.31666667,,-9.45,
1970-02-01 16:10:46,,,,,-12.495,,-8.866666667,
1970-02-01 16:10:47,,,,,-12.91,,-9.22,
1970-02-01 16:10:48,,,,,,,-9.623333333,
1970-02-01 16:10:49,,,,,,,-9.823333333,
1970-02-01 16:10:50,,,,,-13.24,,-9.828333333,
1970-02-01 16:10:51,,,,,-13.06166667,,,
1970-02-01 16:10:52,,,,,-13.12666667,,-9.89,
1970-02-01 16:10:53,,,,,-13.585,,-10.38666667,
1970-02-01 16:10:54,,,,,-13.315,,-10.09,
1970-02-01 16:10:55,,,,,-13.26333333,,-10.165,
1970-02-01 16:10:56,,,,,-13.53666667,,-10.03,
1970-02-01 16:10:57,,,,,-13.315,,-10.425,
1970-02-01 16:10:58,,,,,-12.90333333,,-9.976666667,
1970-02-01 16:10:59,,,,,-13.38,,-10.23,
1970-02-01 16:11:00,,,,,-13.67,,-10.635,
1970-02-01 16:11:01,,,,,-13.63,,-10.62666667,
1970-02-01 16:11:02,,,,,-13.585,,-10.65,
1970-02-01 16:11:03,,,,,-13.85333333,,-10.61,
1970-02-01 16:11:04,,,,,-13.995,,-10.835,
1970-02-01 16:11:05,,,,,,,,
1970-02-01 16:11:06,,,,,,,,
1970-02-01 16:11:07,,-5.585,,,,,-10.40666667,
1970-02-01 16:11:08,,-5.491666667,,,,,-10.9,
1970-02-01 16:11:09,,,,,,,-10.435,
1970-02-01 16:11:10,,,,,,-14.36,-10.93,
1970-02-01 16:11:11,,,,,-13.58,,-10.37,
1970-02-01 16:11:12,,,,,-13.86,,,
1970-02-01 16:11:13,,,,,-13.755,,,
1970-02-01 16:11:14,,,,,-13.94666667,,-11.035,
1970-02-01 16:11:15,,,,,-13.995,,-11.14833333,
1970-02-01 16:11:16,,,,,-14.04,,-11.24,
1970-02-01 16:11:17,,,,,-14.08333333,,-11.37,
1970-02-01 16:11:18,,,,,-14.125,,-11.37,
1970-02-01 16:11:19,,,,,-14.25083333,,,
1970-02-01 16:11:20,,,,,,,-11.835,
1970-02-01 16:11:21,,,,,,,-11.635,
1970-02-01 16:11:22,,,,,-14.125,,,
1970-02-01 16:11:23,,,,,-14.2,,-11.5,
1970-02-01 16:11:24,,,,,,,-11.85666667,
1970-02-01 16:11:25,,,,,,,,
1970-02-01 16:11:26,,,,,-14.46833333,,-12.08333333,
1970-02-01 16:11:27,,,,,-13.925,,-12.31,
1970-02-01 16:11:28,,,,,-14.195,,,
1970-02-01 16:11:29,,,,,-14.105,,-12.485,
1970-02-01 16:11:30,,,,,-14.33,,-12.57,
1970-02-01 16:11:31,,,,,,,-12.62333333,
1970-02-01 16:11:32,,,,,-14.4,,-12.65,
1970-02-01 16:11:33,,,,,-14.17166667,,-12.575,
1970-02-01 16:11:34,,,,,-14.13,,-12.65,
1970-02-01 16:11:35,,,,,-14.405,,-13.045,
1970-02-01 16:11:36,,,,,-14.67166667,,,
1970-02-01 16:11:37,,,,,-14.6,,-12.9825,
1970-02-01 16:11:38,,,,,,,,
1970-02-01 16:11:39,,,,,,,,
1970-02-01 16:11:40,,,,,-14.2325,,,
1970-02-01 16:11:41,,,,,-14.56166667,,,
1970-02-01 16:11:42,,,,,-14.12333333,,-12.58,
1970-02-01 16:11:43,,,,,-14.49,,-12.45,
1970-02-01 16:11:44,,,,,,,,
1970-02-01 16:11:45,,-3.856666667,,,,,-12.18333333,
1970-02-01 16:11:46,,,,,,,-12.05333333,
1970-02-01 16:11:47,,,,,,,-11.96166667,
1970-02-01 16:11:48,,-3.965,,,,,-11.98,
1970-02-01 16:11:49,,-3.365,,,,,-11.69333333,
1970-02-01 16:11:50,,-3.7,,,,,-12.05333333,
1970-02-01 16:11:51,,-3.4625,,,,,-11.85,
1970-02-01 16:11:52,,,,,,,,-16.90666667
1970-02-01 16:11:53,,,,,,,-11.845,-16.95
1970-02-01 16:11:54,,-3.83,,,,,-11.95166667,
1970-02-01 16:11:55,,-3.633333333,,,,,-12.315,
1970-02-01 16:11:56,,-3.77,,,,,-12.76666667,
1970-02-01 16:11:57,,,,,-14.95,,,
1970-02-01 16:11:58,,,,,-14.875,,-12.375,
1970-02-01 16:11:59,,,,,,,-12.785,
1970-02-01 16:12:00,,,,,,,-12.69,
1970-02-01 16:12:01,,,,,,,-12.7025,
1970-02-01 16:12:02,,,,,,,-12.7475,
1970-02-01 16:12:03,,,,,,,-12.6775,
1970-02-01 16:12:04,,-3.9,,,,,-12.31,
1970-02-01 16:12:05,,,,,,,-12.785,
1970-02-01 16:12:06,,-3.835,,,,,-12.44333333,
1970-02-01 16:12:07,,,,,,,-12.775,
1970-02-01 16:12:08,,,,,,,-12.38,
1970-02-01 16:12:09,,-4.035,,,,,-12.27333333,
1970-02-01 16:12:10,,-3.411666667,,,-14.265,,-12.91833333,
1970-02-01 16:12:11,,-3.723333333,,,-14.44666667,,-12.11166667,
1970-02-01 16:12:12,,-3.406666667,,,-14.54,,-12.38,
1970-02-01 16:12:13,,,,,-14.945,,,
1970-02-01 16:12:14,,-3.36,,,-14.675,,-12.44,
1970-02-01 16:12:15,,,,,-14.58166667,,,
1970-02-01 16:12:16,,-3.836666667,,,-14.81,,-12.645,
1970-02-01 16:12:17,,,,,,,-12.58,
1970-02-01 16:12:18,,,,,,,-12.48666667,
1970-02-01 16:12:19,,-4.328333333,,,-15.01,,-12.375,
1970-02-01 16:12:20,,-4.305,,,-14.81,,-12.37333333,
1970-02-01 16:12:21,,-3.99,,,,,-12.24,
1970-02-01 16:12:22,,-4.1,,,-14.37666667,,-12.66666667,
1970-02-01 16:12:23,,,,,-14.67,,-12.72,
1970-02-01 16:12:24,,,,,-14.47,,-12.48833333,
1970-02-01 16:12:25,,-3.878333333,,,-14.56166667,,-12.105,
1970-02-01 16:12:26,,-4.3,,,-14.67,,-12.575,
1970-02-01 16:12:27,,,,,-14.76,,-12.25,
1970-02-01 16:12:28,,,,,-14.78166667,,-12.58,
1970-02-01 16:12:29,,,,,,,-12.44333333,
1970-02-01 16:12:30,,-4.486666667,,,-14.535,,-12.17,
1970-02-01 16:12:31,,-4.356666667,,,-14.735,,-12.15,
1970-02-01 16:12:32,,,,,-15.01,,-11.76666667,
1970-02-01 16:12:33,,-4.51,,,-14.805,,-11.90666667,
1970-02-01 16:12:34,,-4.57,,,-14.81,,,
1970-02-01 16:12:35,,-4.8775,,,-14.6,,,
1970-02-01 16:12:36,,-4.175,,,-14.99333333,,-12.31,
1970-02-01 16:12:37,,,,,-14.33,,-11.94833333,
1970-02-01 16:12:38,,,,,-14.65,,-11.66,
1970-02-01 16:12:39,,-4.85,,,-14.61,,-11.64,
1970-02-01 16:12:40,,-5.116666667,,,-14.73833333,,-12.04,
1970-02-01 16:12:41,,-4.71,,,-14.95,,-12.08333333,
1970-02-01 16:12:42,,-5.05,,,-14.76,,-11.615,
1970-02-01 16:12:43,,-4.98,,,-15.08,,-11.705,
1970-02-01 16:12:44,,,,,-15.08,,-11.41833333,
1970-02-01 16:12:45,,-5.045,,,-15.485,,-11.23333333,-14.79
1970-02-01 16:12:46,,-5.185,,,-14.805,,-11.25833333,-14.855
1970-02-01 16:12:47,,,,,-14.58,,-11.55333333,
1970-02-01 16:12:48,,-5.113333333,,,-15.08,,-11.01,-15.31
1970-02-01 16:12:49,,,,,-14.53333333,,-11.25666667,-14.53
1970-02-01 16:12:50,,,,,-14.75666667,,-11.37,
1970-02-01 16:12:51,,-5.376666667,,,-14.88,,-10.97,
1970-02-01 16:12:52,,-5.52,,,-14.89666667,,-10.765,
1970-02-01 16:12:53,,,,,,,-10.99,
1970-02-01 16:12:54,,,,,-15.08,,-11.17,
1970-02-01 16:12:55,,,,,-14.72,,-11.14666667,
1970-02-01 16:12:56,,,,,-14.945,,-11.035,
1970-02-01 16:12:57,,,,,-14.80666667,,-11.25833333,
1970-02-01 16:12:58,,-5.045,,,,,-11.50666667,
1970-02-01 16:12:59,,-5.11,,,-14.67,,-11.63666667,
1970-02-01 16:13:00,,-5.135,,,-14.71666667,,,
1970-02-01 16:13:01,,-5.491666667,,,-14.465,,-11.14666667,
1970-02-01 16:13:02,,-4.98,,,-15.08333333,,,
1970-02-01 16:13:03,,-5.245,,,-15.15,,-11.28666667,
1970-02-01 16:13:04,,-5.315,,,-15.03666667,,-11.44,
1970-02-01 16:13:05,,,,,-15.015,,-11.235,
1970-02-01 16:13:06,,-5.338333333,,,-15.08,,-11.44333333,
1970-02-01 16:13:07,,-5.51,,,-15.31333333,,-11.33,
1970-02-01 16:13:08,,-5.445,,,-15.015,,,
1970-02-01 16:13:09,,-4.91,,,,,,
1970-02-01 16:13:10,,-5.43,,,,,-10.77,-16.1
1970-02-01 16:13:11,,,,,,,-11.585,
1970-02-01 16:13:12,,-5.073333333,,,,,-11.20333333,
1970-02-01 16:13:13,,,,,,,-11.24,
1970-02-01 16:13:14,,,,,,,-11.375,
1970-02-01 16:13:15,,-4.506666667,,,,,-11.24166667,
1970-02-01 16:13:16,,-4.37,,,,,,
1970-02-01 16:13:17,,-4.146666667,,,,,-11.17333333,
1970-02-01 16:13:18,,-4.418333333,,,,,-11.17,
1970-02-01 16:13:19,,,,,,,-10.975,
1970-02-01 16:13:20,,-4.055,,,,,-10.86,
1970-02-01 16:13:21,,,,,,,-10.905,
1970-02-01 16:13:22,,-3.811666667,,,,,-11.18,
1970-02-01 16:13:23,,-3.701666667,,,,,-10.5,-15.44
1970-02-01 16:13:24,,-3.965,,,,,-10.7,
1970-02-01 16:13:25,,-4.304166667,,,,,-10.83333333,
1970-02-01 16:13:26,,-4.505,,,,,,-15.84
1970-02-01 16:13:27,,-5.116666667,,,,,-9.773333333,-15.775
1970-02-01 16:13:28,,-5.163333333,,,-14.125,,-10.18,-15.45
1970-02-01 16:13:29,,-4.58,,,-14.1625,,,
1970-02-01 16:13:30,,,,,-13.98083333,,,
1970-02-01 16:13:31,,,,,-14.11,,,
1970-02-01 16:13:32,,-5.226666667,,,-14.055,,,
1970-02-01 16:13:33,,-4.528333333,,,,,-10.23416667,
1970-02-01 16:13:34,,-4.486666667,,,,,-10.23,
1970-02-01 16:13:35,,-4.713333333,,,,,-9.923333333,
1970-02-01 16:13:36,,,,,,,-9.983333333,
1970-02-01 16:13:37,,,,,,,-9.555,
1970-02-01 16:13:38,,-5.338333333,,,,,-9.986666667,
1970-02-01 16:13:39,,-4.91,,,-13.99,,-9.846666667,
1970-02-01 16:13:40,,,,,,,-10.095,
1970-02-01 16:13:41,,-4.84,,,,,-10.03666667,
1970-02-01 16:13:42,,,,,,,-9.695,
1970-02-01 16:13:43,,,,,,,-10.095,
1970-02-01 16:13:44,,-5.115,,,-13.855,,-10.00666667,
1970-02-01 16:13:45,,,,,-13.86,,-10.05,
1970-02-01 16:13:46,,,,,,,-9.936666667,
1970-02-01 16:13:47,,,,,-13.76333333,,-10.43,
1970-02-01 16:13:48,,-5.115,,,-13.68,,-10.11333333,
1970-02-01 16:13:49,,-5.206666667,,,-13.655,,-10.33666667,
1970-02-01 16:13:50,,-5.855,,,-13.81333333,,-10.43,
1970-02-01 16:13:51,,-5.72,,,-13.725,,-10.34666667,
1970-02-01 16:13:52,,-5.925,,,-13.81333333,,-10.09,
1970-02-01 16:13:53,,,,,-14.10166667,,-10.44833333,
1970-02-01 16:13:54,,,,,-13.79,,,
1970-02-01 16:13:55,,,,,-13.83333333,,-10.36,
1970-02-01 16:13:56,,,,,-13.94333333,,-10.83,
1970-02-01 16:13:57,,-5.39,,,-13.925,,,
1970-02-01 16:13:58,,,,,-14.17333333,,-10.9,
1970-02-01 16:13:59,,-5.585,,,-14.195,,-10.92166667,
1970-02-01 16:14:00,,-5.746666667,,,-14.245,,-10.97,
1970-02-01 16:14:01,,-5.79,,,-14.48666667,,-10.765,
1970-02-01 16:14:02,,,,,-13.99,,-11.23166667,
1970-02-01 16:14:03,,-5.38,,,-14.33,,-11.17,
1970-02-01 16:14:04,,-5.51,,,-14.33,,-11.255,
1970-02-01 16:14:05,,,,,-14.475,,-11.64,
1970-02-01 16:14:06,,-5.585,,,-14.44666667,,-11.165,
1970-02-01 16:14:07,,-5.72,,,-14.94,,-11.32333333,
1970-02-01 16:14:08,,-5.65,,,-14.4,,-11.365,
1970-02-01 16:14:09,,-5.386666667,,,-14.3325,,-11.5,
1970-02-01 16:14:10,,-5.38,,,-14.465,,-11.68333333,
1970-02-01 16:14:11,,,,,-14.24,,-11.72333333,
1970-02-01 16:14:12,,,,,-14.605,,-11.55,-15.62333333
1970-02-01 16:14:13,,-6.05,,,-14.65333333,,-12.035,
1970-02-01 16:14:14,,,,,-14.44333333,,,-15.71
1970-02-01 16:14:15,,-5.16,,,-14.44333333,,,
1970-02-01 16:14:16,,-5.11,,,-14.41133333,,-11.9,
