Time,B,C,Ab L,Ab R,AUR,ALR,ALL,AUL
1970-02-01 13:04:30,,,,,,,,
1970-02-01 13:04:31,,,-5.12,,,,,
1970-02-01 13:04:32,,,,,,,,
1970-02-01 13:04:33,,,,,,,,
1970-02-01 13:04:34,,,,,,,,
1970-02-01 13:04:35,,,,,,,,
1970-02-01 13:04:36,,,,,,,,
1970-02-01 13:04:37,,,,,,,,
1970-02-01 13:04:38,,,,,,,,
1970-02-01 13:04:39,,,,,,,,
1970-02-01 13:04:40,,,,,,,,
1970-02-01 13:04:42,,,,,,,,
1970-02-01 13:04:44,,,,,,,,
1970-02-01 13:04:48,,,,,,,,
1970-02-01 13:04:56,,,,,,,,
1970-02-01 13:04:57,,,,,,,,
1970-02-01 13:04:58,,,,,,,,
1970-02-01 13:04:59,,,,,,,,
1970-02-01 13:05:00,,,,,,,,
1970-02-01 13:05:01,,,,,,,,
1970-02-01 13:05:02,,,,,,,,
1970-02-01 13:05:03,,-8.03,,,,,,
1970-02-01 13:05:04,,-8.163333333,,,,,,
1970-02-01 13:05:05,,,,,,,,
1970-02-01 13:05:06,,-8.34,,,,,,
1970-02-01 13:05:07,,,,,,,,
1970-02-01 13:05:08,,-8.933333333,,,,,,
1970-02-01 13:05:09,,,,,,,,
1970-02-01 13:05:10,,,,,,,,
1970-02-01 13:06:00,,,,,,,,
1970-02-01 13:06:01,,,,,,,,
1970-02-01 13:06:02,,,,,,,,
1970-02-01 13:06:03,,,,,,,,
1970-02-01 13:06:04,,,,,,,,
1970-02-01 13:06:05,,,,,,,,
1970-02-01 13:06:06,,,,,,,,
1970-02-01 13:06:07,,,,,,,,
1970-02-01 13:06:08,,-7.13,,,,,-11.4,
1970-02-01 13:06:09,,,,,,,-11,
1970-02-01 13:06:10,,,,,,,-11.4,
1970-02-01 13:06:11,,,,,,,-11.13,
1970-02-01 13:06:12,,,,,,,-11,
1970-02-01 13:06:13,,,,,,,-11.01,
1970-02-01 13:06:14,,,,,,,-10.73,-9.03
1970-02-01 13:06:15,,,,,,,-10.74,-9.16
1970-02-01 13:06:16,,,,,,,-11.41,-9.3
1970-02-01 13:06:17,,,-8.07,,,,,
1970-02-01 13:06:18,,,,,,,,
1970-02-01 13:06:19,,,,,,,,
1970-02-01 13:06:20,-5.12,,,,,,,
1970-02-01 13:06:21,,,,,,,,
1970-02-01 13:06:22,,,,,,,,
1970-02-01 13:06:23,,,,,,,,
1970-02-01 13:06:24,,,,,,,,
1970-02-01 13:06:25,,,,,-12.77,,,
1970-02-01 13:06:26,,,,,,,,
1970-02-01 13:06:27,,,,,-11.95,,,
1970-02-01 13:06:28,,,,,,,-10.61,
1970-02-01 13:06:29,,,,,,,-10.61,
1970-02-01 13:06:30,,-5.79,,,-11.82,,,
1970-02-01 13:06:31,,-6.73,,,-11.82,,,
1970-02-01 13:06:32,,-6.46,,,-11.41,,,
1970-02-01 13:06:33,,-7,,,-12.09,,,
1970-02-01 13:06:34,,-6.86,,,-11.28,,,
1970-02-01 13:06:35,,-6.86,,,-11.55,,,
1970-02-01 13:06:36,,,,,-11.27,,,
1970-02-01 13:06:37,,-6.73,,,-11.82,,,
1970-02-01 13:06:38,,-6.32,,,-11.14,,,
1970-02-01 13:06:39,,-6.46,,,-11.14,,,
1970-02-01 13:06:40,,-6.32,,,,,,
1970-02-01 13:06:41,,-6.46,,,,,,
1970-02-01 13:06:42,,-6.46,,,,,-12.06,
1970-02-01 13:06:43,,-6.32,,,-11.14,,-11.8,
1970-02-01 13:06:44,,-6.46,,,-11.41,,,
1970-02-01 13:06:45,,-7,,,-11.14,,,
1970-02-01 13:06:46,,-6.73,,,-11.69,,,
1970-02-01 13:06:47,,-6.59,,,-11.95,,,
1970-02-01 13:06:48,,-7.13,,,-12.22,,,
1970-02-01 13:06:49,,-6.19,,,-11.82,-12.5,,
1970-02-01 13:06:50,,-7,,,-11.54,,,
1970-02-01 13:06:51,,-6.72,,,,,,
1970-02-01 13:06:52,,-6.73,,,-11.54,,,
1970-02-01 13:06:53,,-6.32,,,-11.68,,,
1970-02-01 13:06:54,,-6.59,,,-11.68,,,
1970-02-01 13:06:55,,-7.13,,,-11.41,,,
1970-02-01 13:06:56,,-7.4,,,-11.96,,,
1970-02-01 13:06:57,,-7,,,-11.41,,,
1970-02-01 13:06:58,,-7,,,-11.81,,-12.32,
1970-02-01 13:06:59,,-7.13,,,-11.95,,,
1970-02-01 13:07:00,,-6.46,,,-12.09,,-12.04,
1970-02-01 13:07:01,,,,,-11.96,,,
1970-02-01 13:07:02,,,,,-13.04,,,
1970-02-01 13:07:03,,,,,,,,
1970-02-01 13:07:04,,,,,,,,
1970-02-01 13:07:05,,-5.78,,,-12.09,,-12.17,
1970-02-01 13:07:06,,-6.19,,,,,-11.64,
1970-02-01 13:07:07,,,,,,,,-12.04
1970-02-01 13:07:08,,,,,,,,
1970-02-01 13:21:12,,-5.423333333,,,-10.485,,,
1970-02-01 13:21:13,,-5.45,,,-10.615,,-10.7,
1970-02-01 13:21:14,,-5.255,,,-11,,-10.92666667,
1970-02-01 13:21:15,,,,,-11.11333333,,,
1970-02-01 13:21:16,,,,,-11.14,,,
1970-02-01 13:21:17,,,,,-10.91666667,,,
1970-02-01 13:21:18,,,,,-11.37,,,
1970-02-01 13:21:19,,,,,,,-10.89,-7.05
1970-02-01 13:21:20,,,,,,,-11.365,
1970-02-01 13:21:21,,,,,,,-11.34,-6.698333333
1970-02-01 13:21:22,,,,,,,-11.1925,-7.07
1970-02-01 13:21:23,,,,,,,-11.12833333,-6.94
1970-02-01 13:21:24,-6.37,,,,,,,
1970-02-01 13:21:25,-6.4,,,,,,,
1970-02-01 13:21:26,-6.74,,,,-12.04666667,,,
1970-02-01 13:21:27,,,,,-11.75,,,
1970-02-01 13:21:28,,,,,-11.29666667,,,
1970-02-01 13:21:29,,,,,-11.48,,,
1970-02-01 13:21:30,,,,,-11.18333333,,,
1970-02-01 13:21:31,,-5.45,,,-11.18333333,,-11.06,
1970-02-01 13:21:32,,,,,-10.91333333,,,
1970-02-01 13:21:33,,,,,-11.21,,,
1970-02-01 13:21:34,,,,,-10.97,,,-6.54
1970-02-01 13:21:35,,,,,,,,
1970-02-01 13:28:53,,,,,-12.61,,-11.9,
1970-02-01 13:28:54,,-7.46,,,-12.25,,-12.10833333,-9.815
1970-02-01 13:28:55,,-7.665,,,-12.16,,-11.995,
1970-02-01 13:28:56,,-6.935,,,-12.36166667,,-11.695,
1970-02-01 13:28:57,,-7.13,,,-12.295,,-11.67666667,-9.355
1970-02-01 13:28:58,,,,,-12.77,,-11.785,-9.885
1970-02-01 13:28:59,,,,,,,,
1970-02-01 13:29:01,,,,,,,,
1970-02-01 13:29:02,,-7.18,,,,,,-9.945
1970-02-01 13:29:03,,-8.0775,,,,,-10.9,-10.015
1970-02-01 13:29:04,,-6.868333333,,,,,-10.89,-9.225
1970-02-01 13:29:05,,-7.335,,,,,,
1970-02-01 13:29:06,,-7.535,,,,,-10.94333333,
1970-02-01 13:29:07,,-6.795,,,,,-10.84,-9.095
1970-02-01 13:29:08,,-6.645,,,,,-10.62,
1970-02-01 13:29:09,,-6.6,,,,,-10.8725,-9.29
1970-02-01 13:29:10,,-6.708333333,,,,,-10.11,-8.51
1970-02-01 13:29:11,,,,,-12.705,,,
1970-02-01 13:29:12,,,,,,,-10.905,-9.163333333
1970-02-01 13:29:13,,,,,,,-10.77,-9.29
1970-02-01 13:29:14,,,,,,,-11.045,-9.12
1970-02-01 13:29:15,,,,,,,-11.06166667,-8.575
1970-02-01 13:29:16,,,,,,,-11.12666667,
1970-02-01 13:29:17,,,,,,,-10.9,
1970-02-01 13:29:18,,,,,,,-10.852,-9.56
1970-02-01 13:29:19,,,,,-12.22,,-11.11,
1970-02-01 13:29:20,,,,,-12.47,,-10.84,-9.386666667
1970-02-01 13:29:21,,,,,-12.705,,-11.21,-9.04
1970-02-01 13:29:22,,,,,-12.45666667,,-10.63333333,
1970-02-01 13:29:23,,-6.325,,,-12.99333333,,-10.81666667,-9.035
1970-02-01 13:29:24,,,,,,,,-9.03
1970-02-01 13:29:25,,,,,,,-10.491,
1970-02-01 13:29:26,,,,,,,-10.49333333,
1970-02-01 13:29:27,,,,,,,-10.62333333,
1970-02-01 13:29:28,,,,,,,-10.56,-9.165
1970-02-01 13:29:29,-10.6,,-10.88,,,,-10.29,
1970-02-01 13:29:30,-10.72833333,,,,-12.7,,,
1970-02-01 13:29:31,,,,,-12.953,,,
1970-02-01 13:29:32,,,,,-12.9375,,,
1970-02-01 13:29:33,,,,,-12.765,,,
1970-02-01 13:29:34,,-6.53,,,-13.04,,,
1970-02-01 13:29:35,,-6.326666667,,,-12.86,,-10.23333333,
1970-02-01 13:29:36,,,,,-12.88333333,,-10.57,-8.51
1970-02-01 13:29:37,,,,,-12.84,,-10.705,
1970-02-01 13:29:38,,,,,-12.65833333,,-11.11,
1970-02-01 13:29:39,,,,,,,-10.68,-8.25
1970-02-01 13:29:40,,,,,,,-10.63666667,-8.315
1970-02-01 13:29:41,,-6.595,,,-12.81333333,,-10.36,-8.705
1970-02-01 13:29:42,-10.75,,,,,,,
1970-02-01 13:29:43,-11.08,,,,-13.5625,,,
1970-02-01 13:29:44,,,,,-13.40333333,,,
1970-02-01 13:29:45,-10.53166667,,,,-13.3925,,,
1970-02-01 13:29:46,-10.41,,,,-13.311,,,
1970-02-01 13:29:47,-10.72,,,,-13.5,,,
1970-02-01 13:29:48,,,,,-13.36166667,,,
1970-02-01 13:29:49,,-6.436666667,,,-13.13,,,
1970-02-01 13:29:50,,-6.146666667,,,-12.67666667,,-9.886666667,
1970-02-01 13:29:51,,-6.255,,,-12.43,,,
1970-02-01 13:29:52,,-6.19,,,-12.67666667,,,
1970-02-01 13:29:53,,-5.855,,,-12.775,,,
1970-02-01 13:29:54,,-6.233333333,,,-12.54333333,,-9.975,
1970-02-01 13:29:55,,-6.33,,,-12.495,,,
1970-02-01 13:29:56,,,,,-12.7675,,,
1970-02-01 13:29:57,,,,,-12.635,,,
1970-02-01 13:29:58,,,,,-12.6625,,,
1970-02-01 13:29:59,,,,,-12.99,,,
1970-02-01 13:30:00,,,,,-13.02266667,,,
1970-02-01 13:30:01,,,,,-13.366,,,
1970-02-01 13:30:02,,,,,-12.8725,,,
1970-02-01 13:30:03,,-6.1,,,-12.34333333,,,
1970-02-01 13:30:04,,-5.99,,,,,-10.20833333,
1970-02-01 13:30:05,,-5.783333333,,,,,-9.69,
1970-02-01 13:40:52,,,,,,,,
1970-02-01 13:40:53,,-4.27,,,,,,-7.8
1970-02-01 13:40:54,,-4.256666667,,,-11.41666667,,,
1970-02-01 13:40:55,,,,,-11.755,,,
1970-02-01 13:40:56,,,,,,,,
1970-02-01 13:40:57,,,,,,,,
1970-02-01 13:40:58,,,,,,,,
1970-02-01 13:40:59,,,,,,,,
1970-02-01 13:41:00,,,,,,,,
1970-02-01 13:41:01,,,,,,,,
1970-02-01 13:41:02,,,,,,,,
1970-02-01 13:41:03,,,,,,,,
1970-02-01 13:41:04,,,,,,,,
1970-02-01 13:41:05,,,,,,,,
1970-02-01 13:41:06,,,,,,,,
1970-02-01 13:41:07,,,,,,,,
1970-02-01 13:41:08,,,,,-11.00166667,,,
1970-02-01 13:41:09,,-4.235,,,-11.01,,,
1970-02-01 13:41:10,,,,,-11.02,,,
1970-02-01 13:41:11,,,,,-11.02666667,,,
1970-02-01 13:41:12,,,,,-10.59833333,,,
1970-02-01 13:41:13,,,,,-10.64166667,,,-8.12
1970-02-01 13:41:14,,,,,,,-8.01,-7.816666667
1970-02-01 13:41:15,,,,,,,,-7.595
1970-02-01 13:41:16,,,-5.26,,,,,
1970-02-01 13:41:17,,,,,,,,
1970-02-01 13:41:18,,,,,,,,
1970-02-01 13:41:19,,,,,,,,
1970-02-01 13:41:20,-5.4,,-5.09,,,,,
1970-02-01 13:41:21,,,-5.425,,,,,
1970-02-01 13:41:22,,,,,,,,
1970-02-01 13:41:23,,,,,,,,
1970-02-01 13:41:24,,,,,,,,
1970-02-01 13:41:25,,,,,,,,
1970-02-01 13:41:26,,,,,,,,
1970-02-01 13:41:27,,,,,,,,
1970-02-01 13:41:28,,,,,,,,
1970-02-01 13:41:29,,,,,,,,
1970-02-01 13:41:30,,,,,,,,
1970-02-01 13:41:31,-5.38,,,,-10.05,,,
1970-02-01 13:41:32,,,,,-9.711666667,,,
1970-02-01 13:41:33,,,,,-9.64,,,
1970-02-01 13:41:34,,,,,,,,
1970-02-01 13:41:35,,,-5.9575,,,,,
1970-02-01 13:41:36,,,-5.935,,,,,-7.9575
1970-02-01 13:41:37,,,-5.9175,,,,,
1970-02-01 13:41:38,,,-5.933333333,,,,,
1970-02-01 13:41:39,,,,,,,,
1970-02-01 13:41:40,,,-6.09,,,,,
1970-02-01 13:41:41,,,-6.355,,,,,
1970-02-01 13:41:42,,,,,-9.193333333,,,-8.16
1970-02-01 13:41:43,,,,,-9.245,,,-7.896666667
1970-02-01 13:41:44,,,,,-9.38,,,-8.12
1970-02-01 13:41:45,,,,,,,,
1970-02-01 13:41:46,,,,,-9.196666667,,,
1970-02-01 13:41:47,,,,,-8.835,,,
1970-02-01 13:41:48,,,,,-8.851666667,,,
1970-02-01 13:41:49,,,,,-8.946666667,,,
1970-02-01 13:41:50,,,,,-9.205,,,
1970-02-01 13:41:51,,,,,,,,
1970-02-01 13:41:52,,,,,,,,
1970-02-01 13:41:53,,,,,,,,
1970-02-01 13:41:54,,,,,,,,
1970-02-01 13:41:55,,,,,,,,
1970-02-01 13:41:56,,,,,-9.173333333,,,
1970-02-01 13:41:57,,,,,-9.01,,,
1970-02-01 13:41:58,,,,,-9.31,,,
1970-02-01 13:41:59,,,,,-9.193333333,,,
1970-02-01 13:42:00,,,,,,,,
1970-02-01 13:42:01,,,,,,,,
1970-02-01 13:42:02,,,-6.475,,,,,
1970-02-01 13:42:03,,,,,,,,
1970-02-01 13:42:04,,,,,,,,
1970-02-01 13:42:05,,,,,,,,
1970-02-01 13:42:06,,,,,-8.83,,,
1970-02-01 13:42:07,,,,,-8.96,,,
1970-02-01 13:42:08,,,,,-9.19,,,
1970-02-01 13:42:09,,,,,,,,
1970-02-01 13:42:10,,,,,-9.65,,,
1970-02-01 13:42:11,,,,,-9.526,,,
1970-02-01 13:42:12,,,,,,,,
1970-02-01 13:55:34,,,,,,,,
1970-02-01 13:55:35,,-2.488333333,,,,,,
1970-02-01 13:55:36,,,,,,,,
1970-02-01 13:55:40,,,,,,,,
1970-02-01 13:55:41,,,,,,,,
1970-02-01 13:55:42,,,,,,,,
1970-02-01 13:55:43,,,,,,,,
1970-02-01 13:55:44,,,-9.1575,,,,,
1970-02-01 13:55:45,,,,,,,,
1970-02-01 13:55:46,,,,,,,-9.253333333,
1970-02-01 13:55:47,,,,,,,-9.26,
1970-02-01 13:55:48,,,-9.69,,,,-9.13,-10.325
1970-02-01 13:55:49,,,-9.423333333,,,,,-10.34
1970-02-01 13:55:50,,,,,,,,-10.34
1970-02-01 13:55:51,,,,,,,,
1970-02-01 13:55:52,,,,,,,,
1970-02-01 13:55:53,,,,,,,,
1970-02-01 13:55:54,,,,,,,,
1970-02-01 13:55:55,,,,,,,,
1970-02-01 13:55:56,,,,,,,,
1970-02-01 13:55:57,,,,,,,,
1970-02-01 13:55:58,,,,,,,,
1970-02-01 13:55:59,,,,,-9.405,,,
1970-02-01 13:56:00,,,,,,,,
1970-02-01 13:56:01,,,,,,,,
1970-02-01 13:56:02,,,,,,,,
1970-02-01 13:56:03,,,,,-9.515,,,
1970-02-01 13:56:04,,,,,,,,
1970-02-01 13:56:05,-6.056666667,,,,,,,
1970-02-01 13:56:06,,,,,-9.37,,,
1970-02-01 13:56:07,,,,,,,,
1970-02-01 13:56:08,-6.215,,-11.13166667,,,,,
1970-02-01 13:56:09,,,,,,,,
1970-02-01 13:56:10,,,,,,,,
1970-02-01 13:56:11,,,,,-9.37,,,
1970-02-01 13:56:12,,,,,-9.24,,,
1970-02-01 13:56:13,,,,,-9.38,,,
1970-02-01 13:56:14,,,,,-9.37,,,
1970-02-01 13:56:15,,,-10.8025,,,,,-10.08
1970-02-01 13:56:16,,,-10.995,,,,,-10.275
1970-02-01 13:56:17,,,-11.0675,,,,,-10.61
1970-02-01 13:56:18,,,-11.1325,,,,,
1970-02-01 13:56:19,,,,,,,,
1970-02-01 13:56:20,,,,,,,-8.485,
1970-02-01 13:56:21,,,,,,,-8.3475,
1970-02-01 13:56:22,,,,,,,,
1970-02-01 13:56:23,,,,,,,,
1970-02-01 13:56:24,,,,,,,,
1970-02-01 13:56:25,,,,,,,,
1970-02-01 13:56:26,,,,,,,,
1970-02-01 13:56:27,,,,,,,,
1970-02-01 13:56:28,,,,,,,,
1970-02-01 13:56:45,,,,,,,,
1970-02-01 13:56:46,,,,,,,,
1970-02-01 13:56:47,,,,,,,,
1970-02-01 13:56:48,,,,,,,,
1970-02-01 13:56:49,,,,,,,,
1970-02-01 13:56:50,,,,,,,,
1970-02-01 13:56:51,,,,,,,,
1970-02-01 13:56:52,,,,,,,,
1970-02-01 13:56:53,,,,,,,,
1970-02-01 13:56:54,,,,,,,,
1970-02-01 15:12:18,,,,,,,,
1970-02-01 15:12:19,,,,,,,-3.743333333,
1970-02-01 15:12:20,,,,,,,-4.1,
1970-02-01 15:12:21,,,,,-4.49,,-3.923333333,
1970-02-01 15:12:22,,,,,-4.62,,-3.765,-4.18
1970-02-01 15:12:23,,,,,,,-3.905,-4.125
1970-02-01 15:12:24,,,,,,,-3.916666667,-4.406666667
1970-02-01 15:12:25,,,,,-4.48,,-3.835,
1970-02-01 15:12:26,,,,,-4.885,,-4.1,
1970-02-01 15:12:27,,,,,-4.75,,-4.188333333,-4.32
1970-02-01 15:12:28,,-3.39,,,,,-4.16,-4.0275
1970-02-01 15:12:29,,-2.916666667,,-1.465,,,,
1970-02-01 15:12:30,,,,,,,,
1970-02-01 15:12:31,,,,,,,,
1970-02-01 15:12:32,,,,,,,,
1970-02-01 15:12:33,,,,,,,,
1970-02-01 15:12:34,,-2.963333333,,,-4.89,,,
1970-02-01 15:12:35,,,,,-4.415,,,
1970-02-01 15:12:36,,,,,,,,
1970-02-01 15:12:37,,-3.03,,,,,-3.895,
1970-02-01 15:12:38,,-2.965,,,,,-4.371666667,
1970-02-01 15:12:39,,-3.295,,,-5.1275,,,
1970-02-01 15:12:40,,,,,-4.415,,,
1970-02-01 15:12:41,,,,,-5.066666667,,,
1970-02-01 15:12:42,,,,,-4.843333333,,,
1970-02-01 15:12:43,,,,,,,,
1970-02-01 15:12:44,,,-5.87,,,,,
1970-02-01 15:12:45,,,-5.985,,,,,-4.515
1970-02-01 15:12:46,,,,,,,-4.015,-4.6175
1970-02-01 15:12:47,,,,,,,-3.56,-3.988333333
1970-02-01 15:12:48,,,,,,,-4.013333333,-4.25
1970-02-01 15:12:49,,,,,,,-4.286666667,
1970-02-01 15:12:50,,,,,-4.685,,-4.105,
1970-02-01 15:12:51,,,,,,,,
1970-02-01 15:12:52,,,,,-4.345,,-3.895,
1970-02-01 15:12:53,,,,,-4.55,,-4.15,
1970-02-01 15:12:54,,,,,-4.885,,-3.871666667,
1970-02-01 15:12:55,,,,,-4.42,,-4.0025,
1970-02-01 15:12:56,,,,,-4.71,,,
1970-02-01 15:12:57,,,,,-4.35,,-3.965,
1970-02-01 15:12:58,,,,,-5.16,,-3.811666667,
1970-02-01 15:12:59,,,,,-4.756666667,,-3.765,
1970-02-01 15:13:00,,,,,-5.03,,-4.1,
1970-02-01 15:13:01,,,,,-4.61,,,
1970-02-01 15:13:02,,-2.645,,,-4.28,,,
1970-02-01 15:13:03,,,,-1.973333333,-4.866666667,,,
1970-02-01 15:13:04,,,,,-4.658333333,,,
1970-02-01 15:13:05,,,,-1.913333333,-4.55,,,
1970-02-01 15:13:06,,,,-1.0625,-4.41,,,
1970-02-01 15:13:07,,,,,-4.53,,,
1970-02-01 15:13:08,,-3.165,,,-4.49,,,
1970-02-01 15:13:09,,-2.776666667,,,-4.415,,,
1970-02-01 15:13:10,,-2.69,,,-4.365,,,
1970-02-01 15:13:11,,-2.96,,,-4.46,,,
1970-02-01 15:13:12,,-3.053333333,,,-4.275,,,
1970-02-01 15:13:13,,-2.965,,,-4.21,,,
1970-02-01 15:13:14,,-2.826666667,,-1.473333333,,,,
1970-02-01 15:13:15,,-2.955,,-0.52,,,,
1970-02-01 15:13:16,,,,,-4.213333333,,,
1970-02-01 15:13:17,,,,,-4.711666667,,,
1970-02-01 15:13:18,,-2.89,,-0.82,-4.481666667,,,
1970-02-01 15:13:19,,,,,-4.755,,,
1970-02-01 15:13:20,,-3.5,,,-4.48,-0.94,,
1970-02-01 15:13:21,,,,,,-1.963333333,,
1970-02-01 15:13:22,,,,-0.92,-4.12,-2.68,,
1970-02-01 15:13:23,,,,-0.635,-3.983333333,,,
1970-02-01 15:13:24,,,,,-4.3,,,
1970-02-01 15:13:25,,-2.82,,,-4.685,,,
1970-02-01 15:13:26,,,,,,,,
1970-02-01 15:13:27,,,,,-4.298333333,,,
1970-02-01 15:13:28,,,,,-4.21,,,
1970-02-01 15:13:29,,,,,-4.11,,,
1970-02-01 15:13:30,,,,,-4.436666667,,,
1970-02-01 15:13:31,,-2.783333333,,,-4.48,,,
1970-02-01 15:13:32,,,,-1.035,-4.616666667,,,
1970-02-01 15:13:33,,,,,,,,
1970-02-01 15:13:34,-4.586666667,,,,,,,
1970-02-01 15:13:35,-4.625,,,,-4.48,,,
1970-02-01 15:13:36,-5.0875,,,,,,,
1970-02-01 15:13:37,-4.89,,,,,,,
1970-02-01 15:13:38,-4.673333333,,,,,,,
1970-02-01 15:13:39,-4.895,,,,,,,
1970-02-01 15:13:40,-4.803333333,,,,,,,
1970-02-01 15:13:41,-4.771666667,,,,,,,
1970-02-01 15:13:42,-4.295,,,,,,,
1970-02-01 15:13:43,-4.828333333,,,,,,,
1970-02-01 15:13:44,-4.803333333,,,,,,,
1970-02-01 15:13:45,,,,,-3.98,,,
1970-02-01 15:13:46,,-2.783333333,,,-4.256666667,,,
1970-02-01 15:13:47,,-2.76,,,-3.605,,,
1970-02-01 15:13:48,,-3.23,,,,,-4.105,
1970-02-01 15:13:49,,-3.295,,,-4.55,,,
1970-02-01 15:13:50,,-2.555,,,-4.118333333,,,-4.65
1970-02-01 15:13:51,,,-5.686666667,,-4.62,,,-5.148333333
1970-02-01 15:13:52,,,,,-4.275,,,
1970-02-01 15:13:53,,,-5.956666667,,-4.21,,,
1970-02-01 15:13:54,,,-5.93,,-4.53,,,
1970-02-01 15:13:55,,-3.03,,,-4.41,,,-5.24
1970-02-01 15:13:56,,,,,-4.526666667,,,-5.196666667
1970-02-01 15:13:57,,-2.895,-5.743333333,,-4.21,,,-5.24
1970-02-01 15:13:58,,-3.095,-5.665,,,,-4.035,-5.035
1970-02-01 15:13:59,,-3.025,-5.73,,-4.14,,-3.695,-4.91
1970-02-01 15:14:00,,-2.913333333,,,-3.87,,,-5.11
1970-02-01 15:14:01,,-2.805,-5.74,,-4.276666667,,-3.77,
1970-02-01 15:14:02,,-2.955,-5.47,,-3.945,,-4.013333333,
1970-02-01 15:14:03,,-2.895,-5.86,,-4.346666667,,-3.905,
1970-02-01 15:14:04,,-3.1,,,-4.21,,,
1970-02-01 15:14:05,,-2.76,,,-4.658333333,,-4.2725,
1970-02-01 15:14:06,,-2.736666667,-5.67,,,,,
1970-02-01 15:14:07,,-2.965,,,-4.345,,-3.523333333,
1970-02-01 15:14:08,,-2.96,,,-4.706666667,,-3.765,
1970-02-01 15:14:09,,-2.846666667,,,-4.575,,,
1970-02-01 15:14:10,,-3.095,,,-4.42,,,
1970-02-01 15:14:11,,-2.825,,,-4.42,,-4.06,
1970-02-01 15:14:12,,,,,-4.211666667,,-3.743333333,
1970-02-01 15:14:13,,-2.825,,,-4.618333333,,,
1970-02-01 15:14:14,,-3.03,,-1.45,-4.555,,,
1970-02-01 15:14:15,,-3.503333333,,,-4.416666667,,,
1970-02-01 15:14:16,,-3.093333333,,,-4.145,,,
1970-02-01 15:14:17,,-2.871666667,,,-3.963333333,,,
1970-02-01 15:14:18,,-3.141666667,,,-4.39,,,
1970-02-01 15:14:19,,-2.825,,,-4.215,,,
1970-02-01 15:14:20,,-3.16,,,-4.096666667,,,
1970-02-01 15:14:21,,-3.295,,-0.29,-4.21,,,
1970-02-01 15:14:22,,-3.1,,,-4.308333333,,,
1970-02-01 15:14:23,,-2.803333333,,,-4.1125,,,
1970-02-01 15:14:24,,-2.736666667,,,-4.1,,,
1970-02-01 15:14:25,,-3.095,,,,,,
1970-02-01 15:14:26,,,,,,,,-4.645
1970-02-01 15:14:27,,-2.7575,,,-4.28,,,-4.32
1970-02-01 15:14:28,,,,,-3.983333333,,-4.158333333,-4.52
1970-02-01 15:14:29,,,,,,,,
1970-02-01 16:04:15,,,,,,,,
1970-02-01 16:04:16,,-7.065,,,,,,
1970-02-01 16:04:17,,-7.27,,,-9.665,,-7.761666667,
1970-02-01 16:04:18,,-6.95,,,-9.85,,-7.375,-11.21666667
1970-02-01 16:04:19,,-6.906666667,,,-9.78,,-7.635,-11.36833333
1970-02-01 16:04:20,,-6.956666667,,,,,-7.71,-11.585
1970-02-01 16:04:21,,-7.024,,,,,-7.913333333,
1970-02-01 16:04:22,,-7.1275,,,-10.12,,,
1970-02-01 16:04:23,,-6.716666667,,,-10.19,,-7.816666667,
1970-02-01 16:04:24,,-7.065,,,-10.18,,-7.973333333,
1970-02-01 16:04:25,,-6.795,,,-10.61833333,,-7.68,
1970-02-01 16:04:26,,-6.255,,,-10.46,,-7.235,
1970-02-01 16:04:27,,,,,-10.125,,-7.793333333,-11.85
1970-02-01 16:04:28,,-6.01,,,-9.91,,-7.676666667,-11.72
1970-02-01 16:04:29,,-6.125,,,-10.30333333,,-7.84,
1970-02-01 16:04:30,,-6.59,,,-10.46,,-7.726666667,
1970-02-01 16:04:31,,-6.55,,,-10.37,,-7.816666667,
1970-02-01 16:04:32,,-6.12,,,,,-7.905,-11.655
1970-02-01 16:04:33,,-6.33,,,-10.77333333,,-7.905,-11.585
1970-02-01 16:04:34,,-6.66,,-4.17,-10.67,,-7.686666667,-11.47166667
1970-02-01 16:04:35,,,,,-10.32,,-7.611666667,-11.855
1970-02-01 16:04:36,,-5.516666667,,,,,-8.035,-11.72
1970-02-01 16:04:37,,,,,,,-7.77,
1970-02-01 16:04:38,,-5.746666667,,-4.275,,,,-12.11
1970-02-01 16:04:39,,-5.678333333,,,,,-7.63,-11.70333333
1970-02-01 16:04:40,,-5.855,,,-10.41333333,,-7.57,-11.48333333
1970-02-01 16:04:41,,-6.505,,,,,-7.635,-11.74
1970-02-01 16:04:42,,,,,,,,
1970-02-01 16:04:43,,-6.395,,,,,-7.155,
1970-02-01 16:04:44,,-5.696666667,,,,,-7.523333333,
1970-02-01 16:04:45,,-6.53,,,,,-7.77,
1970-02-01 16:04:46,,-6.73,,,,,,
1970-02-01 16:04:47,,-6.556666667,,,,,-7.705,
1970-02-01 16:04:48,,,,,-10.59,,,
1970-02-01 16:04:49,,-6.99,,,,,,
1970-02-01 16:04:50,,-6.978333333,,,,,,-11.385
1970-02-01 16:04:51,,,,,,,,
1970-02-01 16:04:52,,,,,,,,
1970-02-01 16:04:53,,,,,,,,
1970-02-01 16:04:54,,,,,,,,
1970-02-01 16:04:55,,-7.07,,-3.855,-9.916666667,,,
1970-02-01 16:04:56,,,,,,,-7.5,-11.39
1970-02-01 16:04:57,,,,,,,,-11.52
1970-02-01 16:04:58,,,,,,,,
1970-02-01 16:04:59,,,,,,,-7.23,-11.26
1970-02-01 16:05:00,,-6.903333333,,,,,-7.336666667,
